Country,Year,Antibiotic_Group,S,I,R,TotalN,pS,pI,pR
Austria,2001,Aminopenicillins,167,2,90,259,64.5 %,0.8 %,34.7 %
Austria,2002,Aminopenicillins,314,5,155,474,66.2 %,1.1 %,32.7 %
Austria,2003,Aminopenicillins,554,27,398,979,56.6 %,2.8 %,40.7 %
Austria,2004,Aminopenicillins,964,35,844,1843,52.3 %,1.9 %,45.8 %
Austria,2005,Aminopenicillins,1035,20,995,2050,50.5 %,1.0 %,48.5 %
Austria,2006,Aminopenicillins,1124,28,1317,2469,45.5 %,1.1 %,53.3 %
Austria,2007,Aminopenicillins,1151,38,1353,2542,45.3 %,1.5 %,53.2 %
Austria,2008,Aminopenicillins,1428,47,1504,2979,47.9 %,1.6 %,50.5 %
Austria,2009,Aminopenicillins,1278,61,1266,2605,49.1 %,2.3 %,48.6 %
Austria,2010,Aminopenicillins,1407,39,1482,2928,48.1 %,1.3 %,50.6 %
Austria,2011,Aminopenicillins,1541,23,1584,3148,49.0 %,0.7 %,50.3 %
Austria,2012,Aminopenicillins,1783,9,1833,3625,49.2 %,0.2 %,50.6 %
Austria,2013,Aminopenicillins,2124,8,2247,4379,48.5 %,0.2 %,51.3 %
Belgium,2001,Aminopenicillins,103,1,116,220,46.8 %,0.5 %,52.7 %
Belgium,2002,Aminopenicillins,602,16,549,1167,51.6 %,1.4 %,47.0 %
Belgium,2003,Aminopenicillins,645,13,651,1309,49.3 %,1.0 %,49.7 %
Belgium,2004,Aminopenicillins,757,29,799,1585,47.8 %,1.8 %,50.4 %
Belgium,2005,Aminopenicillins,723,24,832,1579,45.8 %,1.5 %,52.7 %
Belgium,2006,Aminopenicillins,713,27,878,1618,44.1 %,1.7 %,54.3 %
Belgium,2007,Aminopenicillins,595,25,826,1446,41.1 %,1.7 %,57.1 %
Belgium,2008,Aminopenicillins,602,37,786,1425,42.2 %,2.6 %,55.2 %
Belgium,2009,Aminopenicillins,682,26,899,1607,42.4 %,1.6 %,55.9 %
Belgium,2010,Aminopenicillins,805,38,1114,1957,41.1 %,1.9 %,56.9 %
Belgium,2011,Aminopenicillins,1413,37,2057,3507,40.3 %,1.1 %,58.7 %
Belgium,2012,Aminopenicillins,1688,17,2193,3898,43.3 %,0.4 %,56.3 %
Belgium,2013,Aminopenicillins,1857,23,2470,4350,42.7 %,0.5 %,56.8 %
Bulgaria,2001,Aminopenicillins,42,3,41,86,48.8 %,3.5 %,47.7 %
Bulgaria,2002,Aminopenicillins,58,5,68,131,44.3 %,3.8 %,51.9 %
Bulgaria,2003,Aminopenicillins,67,4,85,156,42.9 %,2.6 %,54.5 %
Bulgaria,2004,Aminopenicillins,54,4,103,161,33.5 %,2.5 %,64.0 %
Bulgaria,2005,Aminopenicillins,54,5,130,189,28.6 %,2.6 %,68.8 %
Bulgaria,2006,Aminopenicillins,61,3,113,177,34.5 %,1.7 %,63.8 %
Bulgaria,2007,Aminopenicillins,36,2,89,127,28.3 %,1.6 %,70.1 %
Bulgaria,2008,Aminopenicillins,44,1,83,128,34.4 %,0.8 %,64.8 %
Bulgaria,2009,Aminopenicillins,59,2,120,181,32.6 %,1.1 %,66.3 %
Bulgaria,2010,Aminopenicillins,32,8,102,142,22.5 %,5.6 %,71.8 %
Bulgaria,2011,Aminopenicillins,58,2,92,152,38.2 %,1.3 %,60.5 %
Bulgaria,2012,Aminopenicillins,59,1,147,207,28.5 %,0.5 %,71.0 %
Bulgaria,2013,Aminopenicillins,40,1,119,160,25.0 %,0.6 %,74.4 %
Croatia,2010,Aminopenicillins,287,7,331,625,45.9 %,1.1 %,53.0 %
Croatia,2011,Aminopenicillins,436,0,539,975,44.7 %,0.0 %,55.3 %
Croatia,2012,Aminopenicillins,439,0,465,904,48.6 %,0.0 %,51.4 %
Croatia,2013,Aminopenicillins,480,0,556,1036,46.3 %,0.0 %,53.7 %
Cyprus,2003,Aminopenicillins,7,0,12,19,36.8 %,0.0 %,63.2 %
Cyprus,2004,Aminopenicillins,18,0,28,46,39.1 %,0.0 %,60.9 %
Cyprus,2005,Aminopenicillins,18,3,54,75,24.0 %,4.0 %,72.0 %
Cyprus,2006,Aminopenicillins,34,0,56,90,37.8 %,0.0 %,62.2 %
Cyprus,2007,Aminopenicillins,29,1,79,109,26.6 %,0.9 %,72.5 %
Cyprus,2008,Aminopenicillins,48,2,69,119,40.3 %,1.7 %,58.0 %
Cyprus,2009,Aminopenicillins,44,2,90,136,32.4 %,1.5 %,66.2 %
Cyprus,2010,Aminopenicillins,51,1,85,137,37.2 %,0.7 %,62.0 %
Cyprus,2011,Aminopenicillins,29,1,104,134,21.6 %,0.7 %,77.6 %
Cyprus,2012,Aminopenicillins,52,0,124,176,29.5 %,0.0 %,70.5 %
Cyprus,2013,Aminopenicillins,37,0,125,162,22.8 %,0.0 %,77.2 %
Czech Republic,2001,Aminopenicillins,666,0,491,1157,57.6 %,0.0 %,42.4 %
Czech Republic,2002,Aminopenicillins,869,0,718,1587,54.8 %,0.0 %,45.2 %
Czech Republic,2003,Aminopenicillins,964,0,802,1766,54.6 %,0.0 %,45.4 %
